,monthly_income,gig_economy_weekly_income,atm_check_deposits_weekly_income,direct_deposit_weekly_income,government_aid_weekly_income,frequency_heuristic_weekly_income,large_deposits_weekly_income,income_length,payrolls_per_month,income_sources,days_since_most_recent_payroll,days_until_next_payroll,bank_balance,overdraft_transactions,nsf_transactions,return_transactions,reverse_transactions,length_of_transaction_history,mortgage,auto_loan,student_loan,traditional_single_payment,installment_loan,predatory_installment_loan,title_loan,pay_advances,total_loan_payments,no_of_other_active_loans,traditional_single_payment_mean,traditional_single_payment_trend,loan_amount,loan_requested,state,status
560,2034.0,0.0,0.0,0.0,0.0,0.0,508.5,112,3.0,1,5,-1,144.02,0,0,0,1,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,200.0,300.0,"""ID""",1
561,1347.42,0.0,0.0,336.855,0.0,0.0,0.0,179,4.333333333333333,1,4,2,17.77,0,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,2,0.0,0.0,150.0,255.0,"""CA""",0
562,2007.0,0.0,0.0,0.0,0.0,501.75,0.0,84,2.0,1,7,6,163.96,0,0,0,0,364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,965.34,1,0.0,0.0,200.0,300.0,"""WA""",1
563,6839.93,0.0,75.0,803.9325,0.0,831.05,0.0,306,4.909090909090909,3,2,1,19.84,8,2,2,0,306,0.0,0.0,0.0,0.0,42.95,0.0,0.0,0.0,42.95,1,1.0,0.0,250.0,500.0,"""WA""",0
564,2064.63,0.0,162.1575,0.0,354.0,0.0,0.0,166,4.166666666666666,3,5,1,11.91,0,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,500.0,"""WA""",1
565,1875.83,0.0,0.0,468.9575,0.0,0.0,0.0,132,2.0,1,6,7,0.73,1,0,0,0,144,0.0,0.0,0.0,0.0,48.32,0.0,0.0,0.0,48.32,1,0.0,0.0,150.0,150.0,"""CA""",1
566,1942.26,0.0,0.0,485.565,0.0,0.0,0.0,171,2.1666666666666665,1,3,10,255.48,3,0,0,0,180,0.0,0.0,0.0,181.7,0.0,0.0,0.0,0.0,211.7,2,1.0,-7.844791280204998e-17,200.0,400.0,"""WA""",1
567,3112.57,0.0,0.0,778.1424999999998,0.0,0.0,0.0,109,2.0,1,11,2,232.54,3,0,0,0,179,0.0,0.0,117.28,0.0,157.08,0.0,0.0,340.0,614.36,5,0.0,0.0,200.0,200.0,"""CA""",0
568,2928.7200000000007,0.0,323.4375,408.7425,0.0,0.0,0.0,174,6.333333333333332,4,3,10,487.54,0,6,0,0,180,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,117.0,1,1.0,0.0,100.0,500.0,"""WA""",1
569,2551.7200000000007,0.0,35.0,0.0,0.0,602.9300000000002,0.0,169,6.0,2,2,11,429.44,2,0,0,0,178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1,0.0,0.0,150.0,300.0,"""WA""",1
570,1993.44,0.0,0.0,498.36,0.0,0.0,0.0,173,2.333333333333333,1,5,8,745.43,0,0,0,0,180,0.0,47.67,0.0,0.0,0.0,0.0,0.0,0.0,47.67,2,0.0,0.0,100.0,100.0,"""WA""",1
571,1000.0,0.0,0.0,250.0,0.0,0.0,0.0,358,2.1666666666666665,1,8,5,104.38,0,0,0,0,358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,200.0,500.0,"""WA""",1
572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,-1,-1,35.54,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,150.0,150.0,"""WA""",1
573,1935.68,0.0,125.0,358.92,0.0,0.0,0.0,179,3.166666666666667,2,2,2,68.6,0,2,0,0,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,200.0,200.0,"""CA""",1
574,2500.0,0.0,125.0,0.0,0.0,500.0,0.0,160,2.25,2,6,22,798.42,0,0,0,0,177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,200.0,500.0,"""WA""",0
575,1717.79,0.0,43.75,385.6975,0.0,0.0,0.0,130,4.666666666666667,2,0,9,1.03,4,0,0,0,340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,50.0,50.0,"""WA""",1
576,898.89,0.0,0.0,224.7225,0.0,0.0,0.0,102,1.75,1,4,9,-52.34,2,6,1,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5,1.0000000000050258,85.0,255.0,"""CA""",1
577,3137.11,0.0,125.0,0.0,0.0,659.2775,0.0,80,5.0,3,7,3,-53.09,0,0,0,0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,2,0.0,0.0,250.0,500.0,"""UT""",0
578,3560.44,0.0,3.25,886.8599999999999,0.0,0.0,0.0,174,4.083333333333333,2,6,7,-93.42,0,0,0,0,178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,250.0,500.0,"""WA""",1
579,1002.18,0.0,0.0,250.545,0.0,0.0,0.0,70,2.6666666666666665,1,0,6,-7.93,0,0,0,0,196,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,1,1.0,2.2113210584795755e-17,150.0,500.0,"""UT""",1
580,3336.77,0.0,111.115,723.0775,0.0,0.0,0.0,83,3.0,2,6,-1,0.19,0,0,0,0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,250.0,500.0,"""WA""",1
581,1866.45,0.0,0.0,466.6125,0.0,0.0,0.0,108,2.0,1,10,3,1.21,0,0,0,0,177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,3,0.0,0.0,150.0,255.0,"""CA""",1
582,1905.17,0.0,137.5,338.7925,0.0,0.0,0.0,122,4.0,2,3,10,1.58,0,0,1,0,179,0.0,0.0,0.0,93.43,0.0,0.0,0.0,160.0,253.43,3,1.8333333333333333,0.1428571428573234,50.0,50.0,"""UT""",1
583,2215.53,0.0,0.0,0.0,0.0,553.8824999999998,0.0,65,2.5,1,9,4,48.66,0,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,200.0,400.0,"""WA""",1
584,3442.3,0.0,0.0,0.0,0.0,860.575,0.0,29,1.5,1,1,12,1093.27,0,0,0,0,71,0.0,0.0,0.0,0.0,352.12,0.0,0.0,0.0,352.12,1,0.0,0.0,200.0,500.0,"""WA""",1
585,2598.24,399.06,250.5,0.0,0.0,0.0,0.0,100,28.5,3,1,-1,15.54,0,4,0,0,105,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,63.0,1,2.0,0.0,100.0,200.0,"""CA""",1
586,5480.230000000001,0.0,18.75,1351.3075,0.0,0.0,0.0,28,8.0,3,0,6,6.93,0,0,0,0,30,0.0,751.31,0.0,88.24,88.24,0.0,0.0,0.0,952.79,6,2.0,0.0,255.0,255.0,"""CA""",0
587,1204.41,0.0,50.0,251.1025,0.0,0.0,0.0,175,3.6,2,7,7,3.75,0,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,2,0.0,0.0,150.0,250.0,"""CA""",0
588,2149.04,0.0,0.0,537.26,0.0,0.0,0.0,77,2.0,1,7,6,51.48,0,0,0,0,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,200.0,350.0,"""UT""",1
589,2501.01,0.0,0.0,422.455,0.0,0.0,202.7975,175,7.857142857142858,3,7,6,15.03,1,0,3,4,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.01,230.01,3,3.7142857142857135,0.10714285714202867,170.0,255.0,"""CA""",0
590,4343.56,735.14,227.5,0.0,0.0,0.0,123.25,178,20.166666666666668,4,0,-1,0.0,1,0,0,0,178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,200.0,255.0,"""CA""",1
591,3044.6,0.0,0.0,761.15,0.0,0.0,0.0,175,3.7142857142857135,1,0,6,280.15,6,0,0,0,178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,100.0,500.0,"""WA""",1
592,3047.0,0.0,0.0,761.75,0.0,0.0,0.0,164,1.8333333333333333,1,13,0,567.84,0,0,0,0,178,0.0,0.0,0.0,135.54,90.84,0.0,0.0,500.0,726.38,5,1.7142857142857142,-0.17857142857135452,50.0,50.0,"""ID""",1
593,1149.52,0.0,0.0,287.38,0.0,0.0,0.0,179,1.0,1,25,2,1.41,1,5,0,0,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,150.0,500.0,"""WA""",1
594,5043.1399999999985,0.0,0.0,0.0,166.725,440.31,653.75,102,4.583333333333333,3,3,11,-77.22,0,0,3,0,179,0.0,0.0,0.0,505.0,104.48,0.0,0.0,110.0,719.48,6,1.5,1.0000000000050258,200.0,255.0,"""CA""",0
595,1633.05,0.0,0.0,408.2625,0.0,0.0,0.0,101,1.75,1,6,7,-11.76,0,0,0,0,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,200.0,400.0,"""WA""",1
596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,-1,-1,5.04,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,250.0,500.0,"""WA""",1
597,177.0,0.0,44.25,0.0,0.0,0.0,0.0,0,0.0,0,1,1,0.58,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,200.0,500.0,"""UT""",1
598,2072.01,0.0,90.0,0.0,0.0,428.0025,0.0,180,5.333333333333334,2,6,0,24.44,7,0,0,28,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,200.0,500.0,"""WA""",1
599,2510.63,0.0,0.0,627.6575,0.0,0.0,0.0,60,1.6666666666666667,1,4,9,0.0,0,0,0,0,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,275.0,2,0.0,0.0,255.0,255.0,"""CA""",0
600,3528.87,0.0,0.0,882.2175,0.0,0.0,0.0,91,2.0,1,7,6,21.9,2,4,3,0,93,0.0,344.87,0.0,0.0,0.0,0.0,0.0,680.0,1024.87,4,0.0,0.0,200.0,200.0,"""CA""",1
601,2104.65,0.0,0.0,526.1625,0.0,0.0,0.0,101,6.75,2,3,10,0.03,0,0,0,0,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,170.0,3,0.0,0.0,150.0,255.0,"""CA""",1
602,2395.37,0.0,0.0,598.8425,0.0,0.0,0.0,177,0.8571428571428571,1,9,4,0.03,0,0,0,0,177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,125.0,2,0.0,0.0,200.0,200.0,"""WA""",1
603,1593.8,0.0,20.0,378.45,0.0,0.0,0.0,170,5.0,3,2,11,183.96,0,0,0,0,180,0.0,0.0,0.0,54.87,0.0,0.0,0.0,0.0,54.87,1,1.3333333333333333,0.07142857142872791,150.0,250.0,"""WA""",1
604,1511.17,0.0,50.0,0.0,0.0,0.0,327.7925,179,3.333333333333333,2,9,-1,2.53,0,0,0,0,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,200.0,300.0,"""WA""",1
605,3311.01,0.0,0.0,827.7525,0.0,0.0,0.0,53,2.0,1,11,2,-124.01,8,0,0,0,180,0.0,0.0,346.98,0.0,9.92,0.0,0.0,140.0,496.9,5,0.0,0.0,255.0,255.0,"""CA""",1
606,3594.16,0.0,455.0,0.0,0.0,143.54,300.0,168,5.133333333333334,3,3,23,296.05,0,0,0,0,173,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,250.0,1,2.8,-0.674418604650532,85.0,255.0,"""CA""",1
607,832.1700000000002,0.0,66.08500000000001,0.0,0.0,141.9575,0.0,174,6.0,3,13,8,0.0,10,0,0,0,174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,200.0,"""WA""",1
608,9495.98,0.0,50.0,460.445,862.2725,0.0,1001.2775,175,7.833333333333332,5,2,-1,242.47,0,0,2,0,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.88,2,0.0,0.0,300.0,300.0,"""WA""",1
609,1919.81,0.0,0.0,479.9525,0.0,0.0,0.0,106,2.0,1,8,5,0.77,0,0,0,0,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,200.0,200.0,"""CA""",1
610,1838.53,0.0,0.0,459.63250000000005,0.0,0.0,0.0,176,7.357142857142858,2,8,5,153.58,0,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,400.0,2,0.0,0.0,150.0,150.0,"""WA""",1
611,4536.98,0.0,5.0,0.0,0.0,1129.245,0.0,169,2.8571428571428568,2,1,12,137.18,14,0,10,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,200.0,500.0,"""ID""",1
612,2218.83,0.0,0.0,451.7075,0.0,103.0,0.0,172,4.514285714285714,3,3,10,247.51,6,0,0,1,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,200.0,200.0,"""CA""",1
613,1778.2,0.0,0.0,0.0,0.0,444.55,0.0,83,3.0,1,6,0,56.67,0,0,1,0,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.22,3,0.0,0.0,150.0,300.0,"""UT""",1
614,5618.1399999999985,0.0,0.0,1404.535,0.0,0.0,0.0,168,4.333333333333333,1,0,13,1517.96,0,0,0,0,178,690.45,286.72,0.0,0.0,0.0,0.0,0.0,0.0,977.17,3,0.0,0.0,150.0,250.0,"""WA""",1
615,6092.17,0.0,165.0,1358.0425,0.0,0.0,0.0,169,3.8571428571428568,2,1,12,18.09,0,1,0,0,180,0.0,288.02,0.0,0.0,119.0,0.0,0.0,0.0,407.02,3,0.0,0.0,300.0,500.0,"""WA""",1
616,2144.21,0.0,0.0,536.0525,0.0,0.0,0.0,137,2.0,1,11,2,1117.69,0,0,0,0,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,200.0,255.0,"""CA""",1
617,2104.85,0.0,25.0,501.2125,0.0,0.0,0.0,308,4.363636363636363,2,2,0,14.09,4,0,0,2,363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.87,1,0.0,0.0,250.0,500.0,"""UT""",0
618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.6666666666666665,2,21,-1,0.0,0,0,0,0,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,200.0,500.0,"""WA""",1
619,1304.99,0.0,0.0,0.0,0.0,326.2475,0.0,21,2.0,1,7,6,17.21,0,5,0,0,91,0.0,263.85,0.0,0.0,0.0,0.0,0.0,0.0,263.85,2,0.0,0.0,200.0,200.0,"""WA""",0
620,1389.38,0.0,0.0,347.345,0.0,0.0,0.0,136,1.6666666666666667,1,10,3,-5.62,0,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,200.0,"""WA""",0
621,2405.12,78.16,0.0,0.0,0.0,0.0,523.12,179,20.57142857142857,3,0,-1,9.76,0,0,0,0,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,100.0,100.0,"""WA""",0
622,1137.94,0.0,7.5,269.485,0.0,0.0,7.5,164,4.971428571428572,4,6,19,20.16,0,0,0,0,178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,500.0,"""WA""",1
623,1862.09,0.0,0.0,0.0,0.0,465.5225,0.0,114,3.6,1,2,4,44.34,14,3,4,0,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,150.0,500.0,"""WA""",1
624,1683.8000000000004,0.0,0.0,420.9500000000001,0.0,0.0,0.0,17,1.0,1,3,-1,-120.13,2,0,0,0,363,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,75.0,1,0.0,0.0,150.0,400.0,"""WA""",0
625,1779.1,0.0,92.5,352.275,0.0,0.0,0.0,168,4.0,3,7,0,-117.0,0,5,0,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,1,1.0,2.0541555655432314e-16,150.0,255.0,"""CA""",1
626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,-1,-1,0.01,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,150.0,500.0,"""ID""",1
627,2068.0,0.0,517.0,0.0,0.0,0.0,0.0,37,10.5,2,4,-1,326.53,9,0,2,0,63,0.0,0.0,0.0,0.0,365.45,0.0,0.0,0.0,365.45,3,0.0,0.0,200.0,200.0,"""CA""",1
628,4512.23,0.0,7.5,1120.5575,0.0,0.0,0.0,359,5.333333333333333,2,0,4,65.27,3,0,0,0,364,0.0,0.0,0.0,0.0,352.9600000000001,0.0,0.0,0.0,1587.96,5,0.0,0.0,300.0,300.0,"""UT""",1
629,8154.86,0.0,0.0,0.0,0.0,0.0,2038.715,154,1.1666666666666667,1,13,-1,1714.64,0,0,0,0,155,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1890.07,2,0.0,0.0,150.0,500.0,"""WA""",1
630,3556.61,0.0,7.5,881.6525,0.0,0.0,0.0,56,4.0,2,0,13,309.23,0,0,0,0,84,0.0,0.0,6.97,0.0,0.0,0.0,0.0,0.0,6.97,2,0.0,0.0,250.0,500.0,"""WA""",1
631,3130.850000000001,0.0,0.0,782.7125000000002,0.0,0.0,0.0,233,1.8888888888888888,1,9,4,153.62,0,3,0,0,354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,150.0,150.0,"""WA""",1
632,1535.35,0.0,0.0,337.9675,0.0,45.87,0.0,117,3.25,2,5,8,5.66,0,0,0,0,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,500.0,"""WA""",1
633,1665.7,0.0,5.0,0.0,0.0,411.425,0.0,88,4.083333333333333,3,4,2,-26.67,1,0,1,0,172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,1,0.0,0.0,100.0,400.0,"""WA""",1
634,976.98,0.0,0.0,0.0,0.0,244.245,0.0,71,1.0,1,11,16,303.05,0,0,2,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,150.0,200.0,"""WA""",1
635,2730.71,0.0,92.5,590.1775,0.0,0.0,0.0,88,9.5,3,4,2,265.81,8,0,0,0,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,250.0,250.0,"""WA""",1
636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,-1,-1,1.48,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,150.0,500.0,"""WA""",1
637,3476.0200000000004,0.0,869.0050000000001,0.0,0.0,0.0,0.0,162,2.7142857142857144,1,0,-1,-16.7,0,0,0,0,179,0.0,0.0,238.47,250.0,19.82,0.0,0.0,0.0,763.2899999999997,7,1.3333333333333333,-1.0908650709300666e-12,200.0,200.0,"""CA""",1
638,1231.1,0.0,0.0,307.775,0.0,0.0,0.0,106,2.5,1,8,5,1.24,0,0,0,0,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09,1,0.0,0.0,150.0,250.0,"""UT""",0
639,4095.05,0.0,0.0,930.7525,0.0,0.0,93.01,164,3.166666666666667,2,2,9,64.11,0,7,0,1,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,150.0,150.0,"""WA""",1
640,3819.97,0.0,37.4375,917.555,0.0,0.0,0.0,84,3.0,2,0,13,-15.16,0,0,0,0,180,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,106.0,2,1.0,0.0,200.0,500.0,"""WA""",0
641,5637.66,0.0,176.25,1233.165,0.0,0.0,0.0,178,5.8809523809523805,2,3,6,-36.5,1,0,3,0,178,0.0,0.0,0.0,22.5,22.16,0.0,0.0,275.0,319.66,5,2.0,0.0,150.0,255.0,"""CA""",1
642,1739.5700000000004,0.0,165.0,269.89250000000004,0.0,0.0,0.0,179,3.8571428571428568,2,6,2,28.9,0,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,50.0,50.0,"""ID""",1
643,1255.86,0.0,17.5,296.4650000000001,0.0,0.0,0.0,145,3.0,2,5,0,1.29,0,0,0,0,177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,150.0,500.0,"""WA""",0
644,1655.41,0.0,0.0,0.0,0.0,413.8525,0.0,173,2.1666666666666665,1,5,8,156.4,0,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,150.0,225.0,"""ID""",1
645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,-1,-1,23.34,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,200.0,200.0,"""WA""",1
646,5861.84,0.0,1069.5,395.96,0.0,0.0,0.0,170,8.5,3,2,11,505.62,0,0,2,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,100.0,100.0,"""CA""",1
647,5489.440000000001,0.0,10.0,556.25,0.0,806.11,0.0,353,5.9423076923076925,4,0,0,976.6,7,6,0,1,353,0.0,0.0,0.0,0.0,892.55,0.0,0.0,0.0,1196.56,5,0.0,0.0,300.0,500.0,"""WA""",1
648,2520.38,0.0,0.0,630.095,0.0,0.0,0.0,357,4.153846153846153,2,7,6,251.97,5,0,0,0,364,0.0,244.56,0.0,0.0,0.0,0.0,0.0,0.0,244.56,1,0.0,0.0,300.0,500.0,"""WA""",1
649,2905.67,0.0,0.0,726.4175,0.0,0.0,0.0,168,2.0,1,0,13,758.43,0,0,0,0,179,0.0,262.5,0.0,255.0,0.0,0.0,0.0,0.0,517.5,4,1.0,0.0,200.0,255.0,"""CA""",1
650,2105.16,0.0,266.71,259.58,0.0,0.0,0.0,168,5.0,3,0,13,17.01,0,0,0,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.2,-0.29999999999988786,85.0,255.0,"""CA""",1
651,2714.84,0.0,12.5,0.0,0.0,666.21,0.0,63,2.666666666666667,2,2,11,1099.75,0,0,0,0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,100.0,250.0,"""WA""",1
652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,35,-1,8.86,0,0,0,0,116,0.0,0.0,0.0,207.0,0.0,0.0,0.0,0.0,207.0,3,2.0,-0.20000000000463036,150.0,200.0,"""WA""",1
653,1660.4299999999996,0.0,0.0,415.1075,0.0,0.0,0.0,17,2.0,2,0,-1,81.91,0,0,0,0,30,0.0,0.0,0.0,0.0,54.79,0.0,0.0,0.0,79.78999999999998,4,0.0,0.0,150.0,300.0,"""UT""",1
654,2007.22,0.0,0.0,501.805,0.0,0.0,0.0,364,2.1538461538461537,1,0,13,-40.35,0,4,1,0,364,0.0,0.0,0.0,89.42200000000001,0.0,0.0,0.0,0.0,111.92200000000001,4,6.153846153846153,-0.6813186813178593,250.0,500.0,"""UT""",1
655,800.0,0.0,200.0,0.0,0.0,0.0,0.0,178,5.333333333333334,2,6,-1,-99.83,3,2,2,0,178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,2,0.0,0.0,150.0,255.0,"""CA""",0
656,1016.73,0.0,12.5,181.895,0.0,59.7875,0.0,178,6.000000000000001,5,4,3,5.12,0,0,0,0,178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,50.0,50.0,"""WA""",1
657,766.0,0.0,0.0,0.0,0.0,0.0,191.5,249,0.5,1,0,-1,296.85,0,0,0,0,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,50.0,50.0,"""WA""",1
658,1884.81,0.0,0.0,471.2025,0.0,0.0,0.0,105,2.0,1,7,6,68.9,0,0,0,0,174,0.0,0.0,0.0,0.0,19.82,0.0,0.0,200.0,219.82,3,0.0,0.0,200.0,400.0,"""UT""",0
659,6810.41,0.0,0.0,276.0475,0.0,1426.5549999999996,0.0,42,6.5,3,0,6,742.09,1,0,0,0,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.25,1,0.0,0.0,300.0,500.0,"""WA""",1
660,2279.9,0.0,3.75,566.225,0.0,0.0,0.0,29,2.0,2,5,-1,2.21,4,1,0,0,90,0.0,0.0,0.0,118.45,0.0,0.0,0.0,0.0,118.45,2,1.5,0.3999999999998191,200.0,500.0,"""WA""",1
661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.1818181818181817,1,14,-1,167.33,0,0,0,0,336,0.0,0.0,0.0,52.5,539.96,0.0,0.0,0.0,592.46,4,1.0,0.0,150.0,150.0,"""UT""",0
662,1786.02,0.0,0.0,446.505,0.0,0.0,0.0,177,3.1666666666666665,2,0,5,120.49,0,0,0,0,179,0.0,366.84,0.0,0.0,0.0,0.0,0.0,0.0,366.84,2,0.0,0.0,200.0,500.0,"""WA""",0
663,2276.52,0.0,0.0,0.0,0.0,569.13,0.0,170,1.8571428571428568,1,2,11,-128.64,34,1,0,10,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,250.0,350.0,"""WA""",1
664,4393.85,0.0,72.5,740.275,0.0,0.0,285.6875,172,7.333333333333332,4,4,2,40.94,0,1,0,1,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,95.0,2,0.0,0.0,255.0,255.0,"""CA""",0
665,3789.22,0.0,390.0,557.3050000000002,0.0,0.0,0.0,377,5.264957264957265,2,3,9,189.66,21,1,1,0,381,0.0,0.0,0.0,483.0,0.0,0.0,0.0,0.0,483.0,1,2.0,0.0,150.0,500.0,"""WA""",1
666,7895.8,0.0,25.0,0.0,0.0,1948.95,0.0,178,8.714285714285715,3,3,3,1076.66,0,0,1,0,180,0.0,594.9,0.0,63.97,96.71,0.0,0.0,0.0,755.58,4,1.5,0.2571428571421701,250.0,250.0,"""ID""",1
667,3370.96,0.0,0.0,830.24,0.0,12.5,0.0,172,3.7142857142857135,2,4,2,8.06,0,0,0,0,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,300.0,400.0,"""WA""",0
668,2454.7000000000007,0.0,30.0,583.6750000000002,0.0,0.0,0.0,171,3.1428571428571432,2,3,10,114.67,1,1,0,0,180,0.0,375.76,0.0,0.0,0.0,0.0,0.0,0.0,375.76,1,0.0,0.0,200.0,200.0,"""CA""",1
669,2803.15,0.0,0.0,700.7875,0.0,0.0,0.0,148,2.4,1,8,5,-25.51,0,1,0,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,1,0.0,0.0,100.0,100.0,"""CA""",1
